Product Name,Product Category,Number of Items Sold,Weekly Sales,Holiday,Temperature,Fuel Price,Day,Month,Year
Fitbit Sense,Smartwatch,49,1548841,TRUE,30,94,29,4,2023
AKG K371,Headphones,2,194900,TRUE,34,93,29,4,2023
Lenovo ThinkPad X1 Carbon,Laptop,33,1429329,TRUE,30,92,29,4,2023
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,35,101,29,4,2023
Optoma UHD50X,Projector,18,656514,TRUE,30,109,29,4,2023
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,25,96,29,4,2023
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,24,105,29,4,2023
Alienware m15 R4,Gaming Laptop,6,506652,TRUE,33,99,29,4,2023
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,31,110,29,4,2023
Huawei P50 Pro,Smartphone,19,938106,TRUE,23,102,29,4,2023
Razer Blade 15,Laptop,31,2852899,TRUE,20,101,29,4,2023
Bose SoundLink Revolve+,Bluetooth Speaker,23,514165,TRUE,32,95,29,4,2023
Nintendo Switch Lite,Gaming Console,40,3449520,TRUE,35,91,29,4,2023
Nest Learning Thermostat,Smart Home Device,29,1831611,TRUE,33,95,29,4,2023
Google Nest Hub (2nd generation),Smart Home Device,8,116816,TRUE,28,107,29,4,2023
Anker Soundcore Liberty Air 2 Pro,Earphones,12,614112,TRUE,26,90,29,4,2023
Epson EF-100,Projector,35,3025015,FALSE,21,100,29,4,2023
Xbox Series S,Gaming Console,27,664713,TRUE,30,103,30,4,2023
Garmin Forerunner 945,Fitness Tracker,42,3396960,TRUE,30,101,30,4,2023
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,29,92,30,4,2023
Anker PowerCore 10000,Portable Charger,14,783972,TRUE,31,104,30,4,2023
Amazon Echo (4th generation),Smart Home Device,16,558000,FALSE,33,101,30,4,2023
Google Pixel Slate,Tablet,37,1727937,TRUE,25,86,30,4,2023
Jabra Elite 75t,Earphones,29,2160906,TRUE,31,94,30,4,2023
Apple Watch Series 7,Smartwatch,16,180688,TRUE,22,88,30,4,2023
Pentax K-1 Mark II,Camera,34,672894,TRUE,26,106,30,4,2023
JBL Free X,Earphones,35,1369375,TRUE,34,100,30,4,2023
Canon PIXMA TR4520,Printer,39,1400334,FALSE,40,107,30,4,2023
Huawei MatePad Pro,Tablet,25,1183150,TRUE,24,98,30,4,2023
Nikon Z6 II,Camera,49,2957591,TRUE,30,99,30,4,2023
JBL Quantum 800,Headphones,28,1653932,FALSE,34,103,30,4,2023
Philips Sonicare DiamondClean,Home Appliance,36,2394288,TRUE,24,87,30,4,2023
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,24,101,30,4,2023
Brother HL-L2390DW,Printer,48,4658496,TRUE,32,93,30,4,2023
Suunto 7,Smartwatch,13,830349,FALSE,21,90,30,4,2023
Microsoft Surface Pro 7,Tablet,41,532385,FALSE,28,95,30,4,2023
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,TRUE,34,113,30,4,2023
ViewSonic PX747-4K,Projector,2,117914,FALSE,26,105,30,4,2023
Asus ROG Zephyrus G14,Laptop,23,1998723,TRUE,31,97,30,4,2023
Ring Video Doorbell 3,Smart Home Device,41,1879153,TRUE,29,90,30,4,2023
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,29,101,30,4,2023
Garmin Venu Sq,Fitness Tracker,19,536864,TRUE,25,110,30,4,2023
Nintendo Switch OLED,Gaming Console,19,1671981,TRUE,26,108,30,4,2023
Apple Watch SE,Fitness Tracker,11,777964,TRUE,28,94,30,4,2023
Epson EF-100,Projector,35,3025015,TRUE,21,91,30,4,2023
Philips SHP9500,Headphones,25,2490725,FALSE,35,96,30,4,2023
Fujifilm X-T4,Camera,33,1423125,TRUE,25,99,30,4,2023
Jabra Elite 75t,Earphones,29,2160906,TRUE,22,101,1,5,2023
PlayStation 5,Gaming Console,2,191290,TRUE,22,90,1,5,2023
Alienware m15 R4,Gaming Laptop,6,506652,TRUE,31,106,1,5,2023
Pentax K-1 Mark II,Camera,34,672894,TRUE,26,107,1,5,2023
Nintendo Switch OLED,Gaming Console,19,1671981,TRUE,28,107,1,5,2023
Alienware m15 R4,Gaming Laptop,6,506652,TRUE,31,99,1,5,2023
MSI Optix MAG271CQR,Monitor,34,1856876,TRUE,26,97,1,5,2023
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,29,86,1,5,2023
KitchenAid Artisan Stand Mixer,Home Appliance,22,1269686,TRUE,32,103,1,5,2023
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,34,95,1,5,2023
Fujifilm X-T4,Camera,33,1423125,TRUE,26,98,1,5,2023
Suunto 7,Smartwatch,13,830349,TRUE,30,92,1,5,2023
iPhone 13 Pro,Smartphone,24,998592,TRUE,35,91,1,5,2023
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,31,91,1,5,2023
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,27,102,1,5,2023
Motorola Edge+,Smartphone,33,934890,TRUE,26,107,1,5,2023
Anker Soundcore Liberty Air 2 Pro,Earphones,12,614112,FALSE,28,93,1,5,2023
Fossil Gen 5,Smartwatch,43,2187625,TRUE,36,105,1,5,2023
Fossil Gen 5,Smartwatch,43,2187625,TRUE,28,104,1,5,2023
Dell G5 15 SE,Gaming Laptop,6,521226,FALSE,37,107,1,5,2023
Sony A80J OLED,TV,35,3003525,TRUE,29,94,2,5,2023
Polar Ignite 2,Fitness Tracker,10,292960,FALSE,25,91,2,5,2023
Canon EOS R6,Camera,29,2220617,TRUE,28,100,2,5,2023
Ricoh SP C261DNw,Printer,25,2041750,FALSE,29,104,2,5,2023
Anker PowerCore 10000,Portable Charger,14,783972,TRUE,37,108,2,5,2023
Alienware Area-51m,Laptop,24,1899312,TRUE,35,98,2,5,2023
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,34,101,2,5,2023
Motorola Edge+,Smartphone,33,934890,TRUE,23,112,2,5,2023
Samsung Galaxy S22 Ultra,Smartphone,26,550550,FALSE,32,111,2,5,2023
Gigabyte Aorus 15G,Gaming Laptop,13,745641,TRUE,38,105,2,5,2023
JBL Flip 5,Bluetooth Speaker,44,2297284,TRUE,32,91,2,5,2023
Nebula Cosmos Max,Projector,21,1040676,TRUE,28,104,2,5,2023
HP Omen 15,Gaming Laptop,50,4042100,TRUE,33,104,2,5,2023
Microsoft Surface Pro 7,Tablet,41,532385,TRUE,27,93,2,5,2023
Acer Swift 5,Laptop,32,1574848,TRUE,26,104,2,5,2023
Goal Zero Yeti 500X Portable Power Station,Portable Charger,4,78384,TRUE,22,104,2,5,2023
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,35,92,2,5,2023
Skullcandy Indy Fuel,Earphones,48,2680320,FALSE,29,107,2,5,2023
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,31,92,2,5,2023
Zendure A8PD Power Bank 26800mAh,Portable Charger,2,185566,TRUE,30,101,2,5,2023
PlayStation 4 Slim,Gaming Console,5,360460,TRUE,40,102,2,5,2023
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,32,97,2,5,2023
HP VH240a,Monitor,18,1094850,TRUE,27,95,2,5,2023
Bose QuietComfort 35 II,Headphones,30,2812410,TRUE,31,104,2,5,2023
Nintendo Switch Lite,Gaming Console,40,3449520,FALSE,35,87,2,5,2023
Philips OLED806,TV,37,1814517,TRUE,33,100,2,5,2023
JBL Flip 5,Bluetooth Speaker,44,2297284,FALSE,31,88,2,5,2023
Lenovo Legion 5i,Gaming Laptop,48,3099936,TRUE,28,112,2,5,2023
Oppo Find X3 Pro,Smartphone,42,3204180,TRUE,29,102,2,5,2023
Pentax K-1 Mark II,Camera,34,672894,TRUE,35,103,2,5,2023
Anker Soundcore Liberty Air 2 Pro,Earphones,12,614112,TRUE,24,98,2,5,2023
Ricoh SP C261DNw,Printer,25,2041750,FALSE,32,102,2,5,2023
Motorola Edge+,Smartphone,33,934890,TRUE,24,115,3,5,2023
Canon EOS 90D,Camera,45,566280,TRUE,23,102,3,5,2023
Maxoak Bluetti AC200P Power Station,Portable Charger,28,1922844,TRUE,34,101,3,5,2023
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,35,90,3,5,2023
Maxoak Bluetti AC200P Power Station,Portable Charger,28,1922844,FALSE,36,100,3,5,2023
Hisense U8G,TV,41,479741,FALSE,34,100,3,5,2023
LG Smart Washing Machine,Home Appliance,35,2509185,FALSE,28,103,3,5,2023
Google Pixel 6,Smartphone,2,169328,TRUE,30,90,3,5,2023
Asus ROG Zephyrus G14,Laptop,23,1998723,TRUE,33,101,3,5,2023
Canon EOS R6,Camera,29,2220617,TRUE,22,103,3,5,2023
MacBook Pro,Laptop,7,555688,TRUE,28,102,3,5,2023
Nintendo Switch,Gaming Console,1,36385,TRUE,34,93,3,5,2023
VANKYO Performance V630,Projector,6,410802,TRUE,38,90,3,5,2023
Fossil Gen 5,Smartwatch,43,2187625,TRUE,30,98,3,5,2023
Nikon Z6 II,Camera,49,2957591,TRUE,32,103,3,5,2023
Canon EOS R6,Camera,29,2220617,TRUE,31,103,3,5,2023
VANKYO Performance V630,Projector,6,410802,TRUE,30,89,3,5,2023
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,33,92,3,5,2023
Microsoft Surface Pro 7,Tablet,41,532385,FALSE,30,101,3,5,2023
Samsung Galaxy Tab S7+,Tablet,8,412648,TRUE,29,103,3,5,2023
MSI GE66 Raider,Gaming Laptop,26,677144,TRUE,37,91,3,5,2023
OnePlus 9 Pro,Smartphone,28,1586032,TRUE,26,90,3,5,2023
OnePlus 9 Pro,Smartphone,28,1586032,TRUE,27,90,3,5,2023
JBL Free X,Earphones,35,1369375,TRUE,34,97,3,5,2023
Sony WF-1000XM4,Wireless Earbuds,38,3778340,FALSE,30,104,3,5,2023
Microsoft Surface Laptop 4,Laptop,12,264960,TRUE,37,99,3,5,2023
JBL Free X,Wireless Earbuds,41,2129704,TRUE,33,97,3,5,2023
PlayStation 5,Gaming Console,2,191290,TRUE,28,94,3,5,2023
Lenovo Tab P11 Pro,Tablet,1,49425,FALSE,36,100,4,5,2023
Sony X90J,TV,44,1881968,TRUE,36,98,4,5,2023
Huawei MatePad Pro,Tablet,25,1183150,TRUE,30,102,4,5,2023
Wyze Cam Pan,Smart Home Device,12,636048,TRUE,27,89,4,5,2023
Fitbit Charge 4,Fitness Tracker,23,1934208,TRUE,38,91,4,5,2023
Ultimate Ears Megaboom 3,Bluetooth Speaker,6,457014,TRUE,30,95,4,5,2023
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,30,110,4,5,2023
Samsung Galaxy Watch 4,Smartwatch,23,2101947,TRUE,28,103,4,5,2023
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,28,105,4,5,2023
AirPods Pro,Earphones,24,561192,FALSE,28,103,4,5,2023
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,27,110,4,5,2023
Apple Watch SE,Fitness Tracker,11,777964,TRUE,22,91,4,5,2023
Canon EOS 90D,Camera,45,566280,TRUE,27,104,4,5,2023
Lenovo ThinkPad X1 Carbon,Laptop,33,1429329,TRUE,25,91,4,5,2023
Samsung Xpress M2020W,Printer,32,2362624,FALSE,22,105,4,5,2023
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,34,108,4,5,2023
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,32,112,4,5,2023
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,32,114,4,5,2023
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,30,106,4,5,2023
Samsung Galaxy S22 Ultra,Smartphone,26,550550,FALSE,32,111,4,5,2023
Google Pixel 6,Smartphone,2,169328,TRUE,34,89,4,5,2023
Ricoh SP C261DNw,Printer,25,2041750,FALSE,28,98,4,5,2023
Nebula Cosmos Max,Projector,21,1040676,TRUE,24,99,4,5,2023
Garmin Venu Sq,Fitness Tracker,19,536864,FALSE,30,109,4,5,2023
Canon PIXMA TR4520,Printer,39,1400334,TRUE,35,106,4,5,2023
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,27,86,4,5,2023
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,40,106,4,5,2023
Goal Zero Yeti 500X Portable Power Station,Portable Charger,4,78384,TRUE,28,98,4,5,2023
Hisense U8G,TV,41,479741,TRUE,37,104,4,5,2023
Google Pixel Buds A-Series,Wireless Earbuds,39,3224052,TRUE,22,102,4,5,2023
Apple Watch SE,Fitness Tracker,11,777964,TRUE,24,95,4,5,2023
LG G Pad 5,Tablet,7,131257,TRUE,34,106,4,5,2023
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,30,92,4,5,2023
Dyson V11,Home Appliance,31,830025,TRUE,28,100,4,5,2023
Mobvoi TicWatch E3,Smartwatch,6,341400,FALSE,26,95,5,5,2023
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,24,106,5,5,2023
Xbox One,Gaming Console,11,130317,TRUE,38,94,5,5,2023
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,29,103,5,5,2023
Canon EOS R6,Camera,29,2220617,TRUE,28,102,5,5,2023
Nest Learning Thermostat,Smart Home Device,29,1831611,FALSE,31,96,5,5,2023
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,FALSE,34,105,5,5,2023
Ring Video Doorbell 3,Smart Home Device,41,1879153,FALSE,31,94,5,5,2023
Philips Sonicare DiamondClean,Home Appliance,36,2394288,FALSE,26,93,5,5,2023
Samsung Galaxy Tab S7+,Tablet,8,412648,FALSE,36,95,5,5,2023
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,25,88,5,5,2023
BenQ PD2700U,Monitor,35,2416820,TRUE,36,100,5,5,2023
Dyson V11,Home Appliance,31,830025,TRUE,23,97,5,5,2023
Sony Alpha A7 III,Camera,31,1580318,TRUE,32,91,5,5,2023
Grado SR80e,Headphones,20,1481520,TRUE,32,91,5,5,2023
Amazon Echo (4th generation),Smart Home Device,16,558000,TRUE,28,108,5,5,2023
Canon EOS 90D,Camera,45,566280,TRUE,33,104,5,5,2023
JBL Free X,Wireless Earbuds,41,2129704,TRUE,39,99,5,5,2023
ViewSonic PX747-4K,Projector,2,117914,FALSE,26,115,5,5,2023
Sony WH-1000XM4,Headphones,33,1970133,TRUE,26,86,5,5,2023
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,34,101,5,5,2023
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,23,105,5,5,2023
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,25,103,5,5,2023
Dell G5 15 SE,Gaming Laptop,6,521226,TRUE,30,104,5,5,2023
Apple Watch Series 7,Smartwatch,16,180688,TRUE,26,94,5,5,2023
Grado SR80e,Headphones,20,1481520,FALSE,28,93,5,5,2023
Nest Learning Thermostat,Smart Home Device,29,1831611,TRUE,29,98,5,5,2023
Suunto 7,Smartwatch,13,830349,FALSE,20,86,5,5,2023
Xiaomi Mi 12,Smartphone,7,161098,TRUE,39,95,5,5,2023
VANKYO Performance V630,Projector,6,410802,TRUE,30,98,5,5,2023
Nintendo Switch,Gaming Console,1,36385,TRUE,27,103,5,5,2023
iPad Pro,Tablet,10,829050,TRUE,33,107,5,5,2023
Samsung Galaxy Fit 2,Fitness Tracker,33,1832688,TRUE,25,108,5,5,2023
Vizio P-Series Quantum,TV,44,3508868,TRUE,36,110,6,5,2023
Nintendo Switch OLED,Gaming Console,19,1671981,TRUE,25,102,6,5,2023
LG C1 OLED,TV,11,310222,FALSE,25,101,6,5,2023
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,26,109,6,5,2023
JBL Quantum 800,Headphones,28,1653932,TRUE,37,105,6,5,2023
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,32,105,6,5,2023
Fitbit Sense,Smartwatch,49,1548841,TRUE,25,100,6,5,2023
Dell G5 15 SE,Gaming Laptop,6,521226,FALSE,30,106,6,5,2023
Razer Blade 15,Laptop,31,2852899,TRUE,21,111,6,5,2023
Epson Home Cinema 5050UB,Projector,20,654440,TRUE,26,101,6,5,2023
ViewSonic VX2457-MHD,Monitor,28,1716036,TRUE,31,92,6,5,2023
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,28,103,6,5,2023
AKG K371,Headphones,2,194900,FALSE,33,92,6,5,2023
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,33,97,6,5,2023
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,TRUE,31,112,6,5,2023
Motorola Edge+,Smartphone,33,934890,FALSE,22,110,6,5,2023
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,24,96,6,5,2023
Bose SoundLink Revolve+,Bluetooth Speaker,23,514165,TRUE,35,100,6,5,2023
Ecobee SmartThermostat,Smart Home Device,4,57888,TRUE,27,103,6,5,2023
Lenovo Legion 5i,Gaming Laptop,48,3099936,FALSE,27,108,6,5,2023
UE Wonderboom 2,Bluetooth Speaker,26,1990352,TRUE,29,108,6,5,2023
UE Wonderboom 2,Bluetooth Speaker,26,1990352,TRUE,29,109,6,5,2023
Samsung Odyssey G9,Monitor,7,175819,TRUE,36,100,6,5,2023
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,FALSE,38,109,6,5,2023
LG 34GN850-B,Monitor,19,1150469,FALSE,31,106,7,5,2023
Ultimate Ears Megaboom 3,Bluetooth Speaker,6,457014,TRUE,30,100,7,5,2023
iPad Pro,Tablet,10,829050,TRUE,33,111,7,5,2023
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,FALSE,33,113,7,5,2023
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,26,105,7,5,2023
Canon EOS 90D,Camera,45,566280,TRUE,27,107,7,5,2023
Dell Color Laser Printer C1760NW,Printer,40,3530440,TRUE,31,110,7,5,2023
Ecobee SmartThermostat,Smart Home Device,4,57888,TRUE,31,93,7,5,2023
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,25,92,7,5,2023
PlayStation 4 Slim,Gaming Console,5,360460,FALSE,39,104,7,5,2023
Alienware Area-51m,Laptop,24,1899312,TRUE,29,99,7,5,2023
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,32,96,7,5,2023
Brother HL-L2390DW,Printer,48,4658496,TRUE,35,99,7,5,2023
Nintendo Switch OLED,Gaming Console,19,1671981,TRUE,29,110,7,5,2023
RAVPower Portable Charger 20000mAh,Portable Charger,42,2515044,FALSE,32,87,7,5,2023
PlayStation 4,Gaming Console,17,998818,TRUE,35,107,7,5,2023
Huawei Band 6,Fitness Tracker,32,781120,TRUE,33,88,7,5,2023
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,25,106,7,5,2023
Anker Nebula Capsule II,Projector,19,1796716,TRUE,26,101,7,5,2023
HP Omen 15,Gaming Laptop,50,4042100,FALSE,38,98,7,5,2023
LG G Pad 5,Tablet,7,131257,TRUE,28,105,7,5,2023
Canon PIXMA TR4520,Printer,39,1400334,FALSE,36,106,7,5,2023
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,TRUE,31,108,7,5,2023
LG 27UK850-W,Monitor,43,1841991,TRUE,32,101,7,5,2023
Sony WF-1000XM4,Wireless Earbuds,38,3778340,TRUE,34,104,7,5,2023
Acer Swift 5,Laptop,32,1574848,TRUE,26,110,7,5,2023
LG Nano90,TV,32,1877472,TRUE,28,97,7,5,2023
BenQ HT3550,Projector,13,814008,TRUE,26,102,7,5,2023
Samsung Family Hub Refrigerator,Home Appliance,5,268670,TRUE,29,108,8,5,2023
Amazon Echo (4th generation),Smart Home Device,16,558000,TRUE,24,105,8,5,2023
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,35,106,8,5,2023
Hisense U8G,TV,41,479741,FALSE,32,107,8,5,2023
Samsung Galaxy Buds Pro,Wireless Earbuds,11,938179,TRUE,35,97,8,5,2023
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,FALSE,31,106,8,5,2023
Huawei Watch GT 2 Pro,Smartwatch,14,560630,TRUE,28,107,8,5,2023
Nintendo Switch OLED,Gaming Console,19,1671981,TRUE,27,107,8,5,2023
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,29,103,8,5,2023
Nikon D850,Camera,38,567682,FALSE,23,94,8,5,2023
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,FALSE,34,100,8,5,2023
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,FALSE,37,108,8,5,2023
Leica Q2,Camera,17,1173850,TRUE,28,100,8,5,2023
Xbox Series S,Gaming Console,27,664713,TRUE,29,110,8,5,2023
XGIMI Halo,Projector,5,133525,TRUE,24,105,8,5,2023
PlayStation 4,Gaming Console,17,998818,TRUE,33,115,8,5,2023
XGIMI Halo,Projector,5,133525,TRUE,31,109,8,5,2023
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,34,111,8,5,2023
Skullcandy Indy Fuel,Wireless Earbuds,13,901589,TRUE,29,106,8,5,2023
ViewSonic PX747-4K,Projector,2,117914,TRUE,26,108,8,5,2023
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,30,92,8,5,2023
Microsoft Surface Pro 7,Tablet,41,532385,TRUE,24,91,8,5,2023
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,29,96,8,5,2023
Apple AirPods Pro,Wireless Earbuds,31,1153138,TRUE,33,107,8,5,2023
Apple Watch Series 7,Smartwatch,16,180688,TRUE,20,94,8,5,2023
Apple AirPods Pro,Wireless Earbuds,31,1153138,TRUE,32,107,8,5,2023
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,21,100,8,5,2023
PlayStation 5,Gaming Console,2,191290,TRUE,26,95,8,5,2023
Epson EF-100,Projector,35,3025015,FALSE,25,97,8,5,2023
Sony A80J OLED,TV,35,3003525,TRUE,33,103,8,5,2023
HP Spectre x360,Laptop,16,476272,TRUE,30,93,13,5,2023
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,29,91,13,5,2023
Samsung Family Hub Refrigerator,Home Appliance,5,268670,TRUE,33,101,13,5,2023
iPhone 13 Pro,Smartphone,24,998592,TRUE,37,90,13,5,2023
Amazon Fire HD 10,Tablet,42,577038,TRUE,37,98,13,5,2023
Sony WH-1000XM4,Headphones,33,1970133,FALSE,29,95,13,5,2023
Samsung Galaxy Tab S7+,Tablet,8,412648,FALSE,28,103,13,5,2023
Bose QuietComfort Earbuds,Earphones,31,1963819,TRUE,31,105,13,5,2023
Fossil Gen 5E,Fitness Tracker,37,2937985,FALSE,22,99,13,5,2023
Xbox Series S,Gaming Console,27,664713,FALSE,29,103,13,5,2023
Philips SHP9500,Headphones,25,2490725,TRUE,26,94,13,5,2023
Fujifilm X-T4,Camera,33,1423125,TRUE,28,101,13,5,2023
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,25,95,13,5,2023
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,33,114,13,5,2023
Google Pixel Slate,Tablet,37,1727937,TRUE,29,94,13,5,2023
ViewSonic VX2457-MHD,Monitor,28,1716036,TRUE,28,92,13,5,2023
August Wi-Fi Smart Lock,Smart Home Device,44,1673144,FALSE,25,96,13,5,2023
Apple Watch SE,Fitness Tracker,11,777964,TRUE,26,99,13,5,2023
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,34,93,13,5,2023
Leica Q2,Camera,17,1173850,TRUE,28,93,13,5,2023
Xbox Series X,Gaming Console,20,858360,TRUE,30,96,13,5,2023
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,27,106,13,5,2023
Garmin Venu Sq,Fitness Tracker,19,536864,TRUE,22,110,13,5,2023
HP Omen 15,Gaming Laptop,50,4042100,TRUE,30,104,13,5,2023
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,27,93,13,5,2023
ASUS ROG Swift PG279Q,Monitor,40,3112560,TRUE,36,103,13,5,2023
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,29,101,13,5,2023
PlayStation 4 Pro,Gaming Console,40,2987280,TRUE,37,90,14,5,2023
Oppo Find X3 Pro,Smartphone,42,3204180,TRUE,30,98,14,5,2023
LG Gram,Laptop,36,1883988,FALSE,27,97,14,5,2023
Dell XPS 13,Laptop,11,213059,TRUE,30,92,14,5,2023
LG 27UK850-W,Monitor,43,1841991,TRUE,34,107,14,5,2023
HP VH240a,Monitor,18,1094850,TRUE,36,89,14,5,2023
Pentax K-1 Mark II,Camera,34,672894,TRUE,26,101,14,5,2023
Sony WH-1000XM4,Headphones,33,1970133,TRUE,28,93,14,5,2023
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,36,99,14,5,2023
Xbox One,Gaming Console,11,130317,TRUE,36,94,14,5,2023
Maxoak Bluetti AC200P Power Station,Portable Charger,28,1922844,TRUE,34,107,14,5,2023
Amazfit GTR 2,Smartwatch,8,215848,TRUE,39,106,14,5,2023
Sony X90J,TV,44,1881968,TRUE,34,93,14,5,2023
Lexmark MC3326adwe,Printer,20,1315120,FALSE,28,98,14,5,2023
Skullcandy Indy Fuel,Earphones,48,2680320,TRUE,27,106,14,5,2023
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,34,101,14,5,2023
Samsung Galaxy S22 Ultra,Smartphone,26,550550,FALSE,38,113,14,5,2023
Acer Swift 5,Laptop,32,1574848,TRUE,35,109,14,5,2023
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,28,112,14,5,2023
Lexmark MC3326adwe,Printer,20,1315120,TRUE,24,100,14,5,2023
Gigabyte Aorus 15G,Gaming Laptop,13,745641,TRUE,31,102,14,5,2023
Microsoft Surface Pro 7,Tablet,41,532385,FALSE,30,96,14,5,2023
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,31,113,14,5,2023
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,31,101,14,5,2023
AirPods Pro,Earphones,24,561192,TRUE,28,99,14,5,2023
Fossil Gen 5E,Fitness Tracker,37,2937985,TRUE,26,102,14,5,2023
Bose QuietComfort 35 II,Headphones,30,2812410,FALSE,31,108,14,5,2023
Samsung Galaxy Tab S7+,Tablet,8,412648,TRUE,34,101,15,5,2023
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,26,98,15,5,2023
Garmin Forerunner 945,Fitness Tracker,42,3396960,TRUE,22,101,15,5,2023
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,27,107,15,5,2023
Sony A80J OLED,TV,35,3003525,TRUE,24,102,15,5,2023
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,29,105,15,5,2023
Dell G5 15 SE,Gaming Laptop,6,521226,FALSE,39,105,15,5,2023
Fitbit Sense,Smartwatch,49,1548841,TRUE,35,94,15,5,2023
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,32,112,15,5,2023
ASUS TUF Gaming A15,Gaming Laptop,29,1866904,FALSE,33,100,15,5,2023
HP VH240a,Monitor,18,1094850,TRUE,31,91,15,5,2023
iPhone 13 Pro,Smartphone,24,998592,TRUE,39,95,15,5,2023
Suunto 7,Smartwatch,13,830349,FALSE,22,89,15,5,2023
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,34,103,15,5,2023
Motorola Edge+,Smartphone,33,934890,FALSE,24,108,15,5,2023
Sony A80J OLED,TV,35,3003525,TRUE,31,100,15,5,2023
